GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
Rptor,=,=,=,=,=,=,=
Rpusd1,=,=,=,=,=,=,=
Rpusd2,=,=,=,=,=,=,=
Rpusd3,+,+,=,=,+,=,=
Rpusd4,=,=,-,-,-,=,=
Rrad,=,-,-,=,-,=,=
Rraga,+,+,=,=,=,=,+
Rragb,=,=,-,-,-,=,+
Rragc,=,=,=,=,+,+,=
Rras,=,=,-,-,+,+,=
Rras2,+,+,=,=,+,=,=
Rrbp1,=,=,=,=,=,=,=
Rreb1,=,+,=,=,+,=,=
Rrm1,=,=,+,=,-,=,=
Rrm2,=,=,+,+,-,=,=
Rrm2b,=,=,=,=,+,=,=
Rrn3,=,=,+,=,+,=,=
Rrnad1,=,=,=,=,=,=,=
Rrp1,=,=,+,+,=,=,=
Rrp12,=,+,+,+,+,-,=
Rrp15,=,=,=,=,=,=,=
Rrp1b,=,=,+,+,-,=,=
Rrp36,=,=,=,=,=,=,=
Rrp7a,=,=,+,+,=,=,=
Rrp8,=,=,=,=,=,=,=
Rrp9,=,+,+,=,=,-,=
Rrs1,=,+,+,=,=,=,=
Rsad1,=,=,=,-,=,=,=
Rsad2,+,=,-,=,+,=,=
Rsbn1,=,=,=,=,=,=,=
Rsbn1l,=,=,=,=,=,=,=
Rsc1a1,=,=,=,=,=,=,=
Rsf1,=,=,=,=,-,=,=
Rsg1,=,=,=,=,-,-,=
Rsl1,=,-,=,=,-,=,=
Rsl1d1,=,=,+,=,=,-,=
Rsl24d1,=,=,=,=,=,=,=
Rsph10b,=,=,=,=,-,=,=
Rsph3a,=,=,=,=,=,+,=
Rsph3b,=,=,-,-,=,+,+
Rsph9,=,-,-,=,-,=,=
Rspo2,-,-,-,-,-,-,=
Rspo3,-,=,-,-,-,+,+
Rspry1,=,=,=,=,=,=,=
Rsrc1,=,=,=,=,=,=,=
Rsrc2,=,=,=,=,=,=,=
Rsrp1,=,=,=,=,=,=,=
Rsu1,=,=,=,=,-,=,=
Rtca,=,+,=,=,=,=,=
Rtcb,=,=,=,=,=,=,=
Rtel1,=,=,=,=,-,=,=
Rtf1,=,=,=,=,-,-,=
Rtfdc1,=,=,=,=,+,+,=
Rtkn,=,-,=,=,-,=,=
Rtkn2,=,=,=,=,=,+,+
Rtl10,=,=,+,+,-,-,=
Rtn3,=,=,=,=,+,+,=
Rtn4,=,=,=,=,+,+,=
Rtn4ip1,=,=,=,+,+,+,=
Rtn4rl2,=,=,=,=,=,=,=
Rtp4,=,+,-,-,+,=,=
Rttn,=,=,=,=,-,-,=
Rubcn,=,=,=,=,=,=,=
Rufy1,=,=,-,-,=,+,+
Rufy2,=,=,-,-,-,=,=
Rufy3,=,=,=,=,=,=,=
Rufy4,=,+,=,=,+,+,+
Rundc1,=,=,=,=,=,=,=
Rundc3a,-,=,=,-,+,+,+
Runx1,=,-,-,-,-,+,+
Runx1t1,=,=,-,-,-,=,=
Runx2,=,-,-,-,-,=,=
Runx2os1,=,=,=,=,+,+,=
Runx3,=,=,=,=,-,=,+
Rusc1,=,=,=,=,+,+,+
Rusc2,=,=,-,=,-,=,=
Ruvbl1,=,=,=,=,=,=,=
Ruvbl2,=,=,+,=,-,=,=
Rwdd1,=,=,=,=,=,=,=
Rwdd2a,=,=,=,=,-,=,=
Rwdd2b,=,=,=,=,+,+,=
Rwdd3,=,=,=,=,=,=,=
Rwdd4a,=,=,+,+,+,=,=
Rxra,=,=,+,=,+,=,=
Rxrb,=,=,=,=,=,=,=
Rxrg,+,+,-,=,+,+,+
Rybp,=,=,-,-,-,=,=
Ryk,=,=,=,=,=,=,=
S100a1,+,+,=,-,+,+,+
S100a10,=,=,=,=,=,=,+
S100a11,=,=,-,=,=,+,=
S100a13,=,=,-,-,+,+,+
S100a14,=,=,=,=,+,+,+
S100a16,=,=,=,=,+,+,=
S100a3,+,=,-,=,+,=,=
S100a4,=,+,-,-,-,=,+
S100a6,=,+,-,-,=,=,+
S100a7a,=,=,=,=,=,=,-
S100a8,+,+,=,=,+,+,=
S100b,=,=,+,=,-,+,+
S100pbp,=,=,=,=,-,=,=
S1pr1,-,-,-,-,-,=,-
S1pr2,+,=,-,=,-,=,=
S1pr3,=,=,+,+,-,=,=
Saa3,=,-,+,+,=,+,=
Saal1,=,=,=,=,-,-,=
Sac3d1,=,=,=,=,=,=,=
Sacm1l,=,=,=,=,+,=,=
Sacs,=,=,=,=,=,=,=
Sae1,=,=,=,=,-,=,=
Safb,=,=,=,=,=,-,=
Safb2,=,=,=,=,=,=,=
Sall2,=,=,-,=,-,=,=
Samd1,=,=,=,=,=,=,=
Samd14,=,-,-,-,-,=,=
Samd4,=,=,-,-,=,=,=
Samd4b,=,=,=,=,=,=,=
Samd8,+,=,=,=,+,=,=
Samd9l,+,+,-,-,=,=,=
Samhd1,=,=,-,=,=,=,=
Samm50,=,=,=,=,+,+,=
Sap130,=,=,=,=,=,=,=
Sap18,=,=,=,=,+,=,=
Sap18b,=,=,=,=,=,=,=
Sap25,=,=,=,+,=,=,=
Sap30,=,=,=,=,=,=,=
Sap30bp,=,=,=,=,=,=,=
Sap30l,=,=,=,=,=,=,=
Sapcd2,=,=,=,=,-,=,=
Sar1a,=,=,=,=,=,=,=
Sar1b,=,=,=,=,+,=,=
Saraf,+,=,=,=,+,+,=
Sardh,=,=,=,=,=,+,=
Sardhos,=,=,=,=,=,=,=
Sarm1,-,-,=,=,-,=,=
Sarnp,=,=,=,=,=,=,=
Sars,=,=,=,=,=,=,=
Sars2,=,=,=,=,=,=,+
Sart1,=,=,=,=,=,=,=
Sart3,=,=,=,=,=,-,=
Sash1,=,=,=,=,=,=,=
Sass6,=,=,+,=,-,=,=
Sat1,=,=,-,-,+,+,=
Sat2,=,-,=,=,-,=,=
Satb2,=,=,=,=,=,=,=
Sav1,=,=,=,=,=,=,-
Saxo2,=,=,=,-,-,=,+
Saysd1,=,=,=,=,=,=,=
Sbds,=,=,=,=,+,=,=
Sbf1,=,=,=,=,=,=,=
Sbf2,=,=,=,-,=,=,=
Sbk1,=,=,=,=,=,+,=
Sbno1,=,=,=,=,=,=,=
Sbno2,=,=,=,=,+,=,=
Sbsn,+,+,=,-,+,+,+
Sc5d,=,-,=,+,+,+,=
Scaf1,=,=,=,=,=,=,=
Scaf11,=,=,=,=,=,=,=
Scaf4,=,=,=,=,=,=,=
Scaf8,=,=,=,=,=,=,=
Scai,=,=,=,=,=,=,=
Scamp1,=,=,=,=,=,=,=
Scamp2,=,=,=,=,=,+,=
Scamp3,=,=,=,=,+,+,=
Scamp4,=,=,=,=,=,+,=
Scamp5,=,=,=,=,=,+,+
Scand1,=,=,=,=,=,=,=
Scap,=,=,=,=,=,=,=
Scaper,=,=,=,=,=,=,=
Scara3,=,=,=,=,-,-,=
Scara5,-,-,=,=,-,=,+
Scarb1,+,+,-,-,+,+,+
Scarb2,=,=,=,=,=,=,=
Scarf2,=,-,-,=,-,=,=
Scarletltr,=,=,=,-,-,=,+
Scarna10,=,=,=,=,=,=,=
Scarna13,=,=,=,=,-,=,=
Scarna17,=,=,=,=,=,=,+
Scarna3a,=,=,=,=,=,=,=
Scarna6,=,=,=,=,=,=,-
Sccpdh,=,=,=,=,+,+,=
Scd1,+,+,+,+,+,+,=
Scd2,=,=,+,+,+,+,=
Scd3,=,+,+,=,+,+,=
Scfd1,=,=,=,=,=,=,=
Scfd2,=,=,=,=,=,=,=
Schip1,=,=,=,=,-,=,=
Sclt1,=,=,=,=,-,-,=
Scly,=,+,=,=,+,+,=
Scmh1,=,=,-,-,-,=,=
Scml2,=,=,=,=,-,=,=
Scn1b,=,=,-,=,=,+,=
Scn2a,=,-,-,-,-,=,=
Scn8a,=,=,=,=,-,=,=
Scnm1,=,=,=,=,=,=,=
Scnn1a,=,=,=,=,=,=,=
Sco1,=,=,=,=,=,=,=
Sco2,=,+,=,-,+,=,=
Scoc,=,=,=,=,+,=,=
Scp2,+,+,=,=,+,+,=
Scp2-ps2,=,=,=,=,+,+,=
Scpep1,=,-,=,=,-,=,=
Scrib,=,=,=,=,=,=,=
Scrn1,=,-,-,-,-,=,+
Scrn2,=,=,=,=,-,=,=
Scrn3,=,=,=,=,=,=,=
Scyl1,=,=,=,=,=,=,=
Scyl2,=,=,=,=,+,=,=
Scyl3,=,=,=,=,=,=,=
Sdad1,=,+,=,=,+,=,=
Sdc1,=,=,+,+,=,=,=
Sdc2,=,-,-,-,=,+,=
Sdc3,=,-,-,=,-,=,+
Sdc4,=,=,+,+,+,=,=
Sdcbp,=,=,+,+,=,=,=
Sdcbp2,=,+,=,=,+,+,=
Sdccag3,=,=,=,=,=,=,=
Sdccag8,=,=,=,=,=,=,=
Sde2,=,=,=,=,=,=,=
Sdf2,=,=,=,=,=,=,=
Sdf2l1,=,=,+,+,-,=,=
Sdf4,=,=,=,=,=,=,=
Sdha,=,=,=,=,+,+,=
Sdhaf1,=,=,+,+,=,=,=
Sdhaf2,=,=,=,=,=,=,=
Sdhaf3,=,=,=,=,+,=,=
Sdhaf4,=,=,=,=,=,=,=
Sdhb,=,=,=,=,+,+,=
Sdhc,=,=,=,=,+,+,=
Sdhd,=,=,=,=,+,+,=
Sdr39u1,=,=,=,=,=,=,=
Sdr42e1,=,+,=,=,+,+,+
Sds,=,=,=,=,+,+,=
Sdsl,=,+,-,=,+,+,+
Sec11a,=,=,=,=,=,=,=
Sec11c,+,=,=,=,+,=,=
Sec13,=,=,+,+,=,=,=
Sec14l1,=,=,+,+,=,=,=
Sec16a,=,=,=,=,=,=,=
Sec16b,-,-,=,=,=,=,=
Sec22a,=,=,=,=,=,=,=
Sec22b,=,=,+,+,=,=,=
Sec22c,=,=,=,=,=,=,=
Sec23a,=,=,=,=,=,=,=
Sec23b,=,=,+,+,=,=,=
Sec23ip,=,=,=,=,=,=,=
Sec24a,=,=,+,=,=,=,=
Sec24b,=,=,=,=,=,=,=
Sec24c,=,=,=,=,=,=,=
Sec24d,-,=,=,=,=,=,=
Sec31a,=,=,=,=,-,=,=
Sec31b,-,=,=,-,=,=,=
Sec61a1,=,=,+,+,=,=,=
Sec61a2,=,=,=,=,=,=,=
Sec61b,=,=,+,+,=,=,=
Sec61g,=,=,+,=,=,=,=
Sec62,=,=,=,=,=,=,=
Sec63,=,=,=,=,=,=,=
Secisbp2,=,=,=,=,=,=,=
Secisbp2l,=,=,=,=,=,=,=
Seh1l,=,=,=,=,=,=,=
Sel1l,=,=,=,=,=,=,=
Selenbp1,=,=,-,-,+,+,+
Selenof,=,=,=,=,=,=,=
Selenoh,=,=,=,=,-,=,=
Selenoi,=,+,+,=,+,=,=
Selenok,=,=,=,=,=,=,=
Selenom,=,-,-,=,-,=,=
Selenon,=,-,=,=,-,-,=
Selenoo,=,=,=,=,=,=,=
Selenop,=,+,=,-,+,+,+
Selenos,=,=,=,=,=,+,=
Selenot,=,=,=,=,=,=,=
Selenow,=,=,-,-,-,=,=
Sem1,=,=,=,=,=,=,=
Sema3a,=,=,-,-,-,=,+
Sema3b,=,=,-,=,-,=,+
Sema3c,=,=,-,-,=,+,+
Sema3e,=,-,=,=,-,=,=
Sema3f,=,-,-,-,-,=,=
Sema3g,=,-,+,+,+,+,=
Sema4a,=,=,=,=,+,+,=
Sema4b,+,+,+,=,+,+,=
Sema4c,=,-,=,=,-,=,=
Sema4d,=,=,=,=,=,=,=
Sema4g,=,=,-,=,-,=,=
Sema5a,+,=,-,-,=,=,=
Sema6c,=,-,-,=,-,=,=
Sema6d,=,=,=,=,+,+,=
Senp1,=,=,=,=,-,=,=
Senp2,=,=,=,=,+,=,=
Senp3,=,=,=,=,=,=,=
Senp5,=,=,=,=,=,=,=
Senp6,=,=,=,=,=,=,=
Senp7,=,=,=,=,-,=,=
Senp8,=,=,=,=,=,=,=
Sephs1,=,=,=,=,=,=,+
Sephs2,=,=,=,=,+,=,=
Sepsecs,=,=,=,=,+,=,=
Serac1,=,=,=,=,=,=,=
Serbp1,=,=,=,=,=,=,=
Serf1,=,=,-,-,=,=,=
Serf2,=,=,=,=,=,=,=
Sergef,=,=,=,=,=,=,=
Serhl,=,=,=,=,=,=,=
Serinc1,=,=,=,=,=,=,=
Serinc3,=,=,=,=,=,=,=
Serinc5,=,-,+,+,+,=,=
Serp1,=,=,=,=,+,=,=
Serpina3c,=,=,=,=,+,+,=
Serpina3g,=,=,-,=,-,=,=
Serpinb1a,+,=,-,-,+,=,=
Serpinb1c,=,+,+,=,+,=,=
Serpinb6a,=,=,-,-,=,+,+
Serpinb6b,+,=,-,-,-,=,+
Serpinb8,+,=,-,-,+,+,+
Serpinb9,=,=,-,-,+,+,+
Serpinb9b,=,+,=,=,+,+,+
Serpinb9c,=,=,=,=,+,+,=
Serpinb9e,=,+,+,=,+,+,+
Serpinb9f,=,+,+,=,+,+,+
Serpinb9g,=,+,=,=,+,+,=
Serpine1,=,=,=,=,+,=,=
Serpinf1,+,=,-,=,-,=,+
Serpinh1,=,=,=,=,-,=,+
Sertad1,=,=,-,=,=,=,=
Sertad2,=,=,-,-,-,=,+
Sertad3,=,-,-,=,-,=,+
Sertad4,=,=,-,=,-,=,=
Sesn1,=,=,=,=,-,=,=
Sesn2,=,=,=,+,=,=,=
Sesn3,=,-,=,=,-,=,=
Sestd1,=,=,=,+,=,=,=
Set,=,=,=,=,-,-,=
Setbp1,=,-,-,-,-,=,=
Setd1a,=,=,=,=,=,=,=
Setd1b,=,=,=,-,=,=,=
Setd2,=,=,=,=,-,=,=
Setd3,=,=,=,=,+,+,=
Setd4,=,=,=,-,=,=,=
Setd5,=,=,=,=,-,=,=
Setd6,=,=,+,=,=,=,=
Setd7,=,=,=,-,-,=,=
Setdb1,=,=,+,=,-,-,=
Setdb2,=,=,-,=,=,=,=
Setmar,=,=,-,-,=,+,=
Setx,=,=,=,=,=,=,=
Sf1,=,=,=,=,=,=,=
Sf3a1,=,=,=,=,-,-,=
Sf3a2,=,=,=,=,-,=,=
Sf3a3,=,=,=,=,-,=,=
Sf3b1,=,=,=,=,=,=,=
Sf3b2,=,=,=,=,-,=,=
Sf3b3,=,=,+,=,=,-,=
Sf3b4,=,=,=,=,=,=,=
Sf3b5,=,=,+,+,=,=,=
Sf3b6,=,=,=,=,=,=,=
Sfi1,=,=,=,=,=,=,=
Sfmbt1,=,=,=,=,+,=,=
Sfmbt2,=,=,-,=,=,=,=
Sfpq,=,=,=,=,=,-,=
Sfr1,=,=,=,=,=,=,=
Sfrp1,-,=,-,-,-,+,+
Sfrp2,=,=,=,=,-,=,+
Sfrp4,=,-,-,-,=,=,=
Sfswap,=,=,=,=,-,=,=
Sft2d1,=,=,=,=,+,=,=
Sft2d2,=,=,-,-,+,+,=
Sft2d3,=,=,=,=,=,=,=
Sfxn1,=,=,+,=,+,+,=
Sfxn2,+,+,=,=,+,+,+
Sfxn3,=,=,-,-,-,=,=
Sfxn4,=,-,-,-,=,+,=
Sfxn5,=,=,=,=,+,+,=
Sgca,=,=,=,-,-,=,+
Sgcb,=,-,=,=,-,-,=
Sgcd,+,+,=,-,+,+,+
Sgce,=,-,-,-,-,+,=
Sgf29,=,=,+,+,=,=,=
Sgip1,=,=,=,=,+,+,=
Sgk1,=,-,=,+,=,=,=
Sgk3,=,=,=,=,=,=,=
Sgms1,=,=,=,=,+,=,=
Sgms2,=,=,=,=,+,+,-
Sgo1,=,=,+,+,-,=,=
Sgo2a,=,=,+,+,-,=,=
Sgpl1,=,=,=,=,+,=,=
Sgpp1,=,=,=,=,=,=,=
Sgsh,=,=,+,+,=,=,=
Sgsm1,=,=,=,=,=,=,+
Sgsm2,=,=,-,-,+,+,=
Sgsm3,=,=,=,=,=,=,=
Sgta,=,=,=,=,+,+,=
Sgtb,=,=,=,=,=,=,=
Sh2b1,=,=,=,=,=,=,=
Sh2b2,+,+,=,=,+,+,=
Sh2b3,=,=,=,=,=,=,=
Sh2d3c,+,=,-,-,-,=,+
Sh2d4a,=,=,=,=,+,+,=
Sh3bgrl,+,+,-,-,=,=,=
Sh3bgrl3,=,=,=,=,-,=,+
Sh3bp1,=,=,=,=,-,=,=
Sh3bp2,=,=,-,=,-,=,+
Sh3bp4,=,=,-,-,-,+,+
Sh3bp5,=,=,=,=,=,=,=
Sh3bp5l,=,=,=,=,=,=,+
Sh3d19,-,-,-,-,=,+,=
Sh3gl1,=,-,=,=,-,=,=
Sh3glb1,=,=,=,=,+,+,=
Sh3glb2,+,+,=,-,+,+,+
Sh3kbp1,+,=,=,+,+,+,=
Sh3pxd2a,=,=,+,+,+,=,=
Sh3pxd2b,=,=,=,=,=,=,=
Sh3rf1,=,=,=,-,-,=,=
Sh3rf3,=,-,-,-,-,=,=
Sh3tc1,+,+,-,=,+,+,+
Sh3yl1,=,=,=,=,=,=,=
Sharpin,=,=,=,=,=,=,=
Shb,=,+,=,=,+,+,+
Shc1,=,=,=,=,=,=,=
Shc2,=,-,+,+,-,=,-
Shc4,=,=,-,-,+,+,+
Shcbp1,=,=,+,+,-,=,=
Shf,=,=,=,=,-,=,=
Shisa4,=,-,=,+,-,=,=
Shisa5,=,=,=,=,=,-,-
Shkbp1,=,=,=,=,-,=,=
Shmt1,=,+,+,=,=,=,=
Shmt2,=,=,+,+,=,=,=
Shoc2,=,=,=,=,=,=,=
Shox2,=,=,=,=,-,=,=
Shpk,=,=,+,+,+,+,=
Shprh,=,=,=,=,=,=,=
Shq1,=,=,=,=,=,=,=
Shroom1,=,-,=,=,-,=,+
Shroom3,=,=,=,=,+,+,+
Shroom4,=,=,=,+,-,-,=
Siae,-,-,-,-,-,=,=
Siah1a,=,=,-,-,=,=,=
Siah1b,=,=,=,=,-,=,=
Siah2,=,=,=,=,+,=,=
Sidt2,=,=,=,=,+,=,=
Siglec1,+,+,-,=,+,+,+
Sigmar1,+,+,+,+,+,+,=
Sik1,=,=,+,+,=,=,=
Sik2,=,+,+,+,+,=,-
Sik3,=,=,=,=,+,+,=
Sike1,=,=,=,=,=,=,=
Sil1,=,=,=,=,+,+,=
Simc1,=,=,=,=,-,-,=
Sin3a,=,=,=,=,=,=,=
Sin3b,=,=,=,=,=,=,=
Sipa1,=,=,=,=,=,=,=
Sipa1l1,=,=,=,=,=,=,=
Sipa1l2,+,=,+,+,+,=,=
Sipa1l3,=,=,=,=,=,=,=
Sirpa,=,=,-,=,-,=,=
Sirt1,=,=,-,-,=,=,=
Sirt2,=,=,-,-,=,=,=
Sirt3,=,=,-,=,=,+,=
Sirt4,=,=,=,=,=,=,=
Sirt5,=,=,=,-,+,+,+
Sirt6,=,=,=,=,=,=,=
Sirt7,=,=,=,=,+,=,=
Siva1,=,=,=,=,-,=,=
Six1,=,=,=,=,=,=,=
Six2,=,=,=,=,-,-,=
Six4,-,-,=,=,-,=,=
Six5,=,=,-,-,-,=,=
Ska1,=,=,+,+,-,=,=
Ska2,=,=,=,=,-,=,=
Ska3,=,=,+,+,-,=,=
Skap2,=,=,-,=,=,=,=
Ski,=,=,=,=,-,=,=
Skida1,=,-,=,=,-,=,+
Skil,=,=,=,=,+,=,=
Skiv2l,=,=,=,=,=,=,=
Skiv2l2,=,=,=,=,=,=,=
Skp1a,=,=,=,=,=,=,=
Skp2,=,=,+,+,-,-,=
Slain2,=,=,=,=,=,=,=
Slbp,=,=,+,+,-,-,=
Slc10a3,=,=,=,=,=,=,=
Slc10a7,=,=,=,=,=,=,=
Slc11a1,=,=,=,=,+,=,=
Slc11a2,=,=,+,+,=,=,=
Slc12a2,=,-,-,=,+,+,=
Slc12a4,=,=,=,=,=,=,=
Slc12a5,=,=,=,=,=,=,=
Slc12a6,=,-,-,-,-,=,=
Slc12a7,=,=,-,-,=,=,=
Slc12a8,=,=,=,=,=,=,=
Slc12a9,=,=,=,=,-,=,=
Slc13a3,=,=,=,=,+,+,=
Slc13a4,+,+,-,=,+,+,+
Slc15a4,=,=,=,=,=,=,=
Slc16a1,+,+,+,+,+,=,=
Slc16a11,=,=,=,=,+,=,=
Slc16a13,=,=,=,=,=,=,=
Slc16a2,=,=,=,=,-,=,=
Slc16a3,=,=,-,=,-,=,=
Slc16a4,=,-,-,-,-,+,+
Slc16a6,=,+,+,=,=,=,=
Slc16a9,=,=,=,+,=,=,=
Slc17a5,=,=,=,=,+,=,=
Slc17a9,=,=,=,=,+,+,=
Slc18a1,=,=,=,=,+,+,=
Slc18b1,+,=,-,=,+,+,=
Slc19a1,=,=,+,=,=,-,=
Slc19a2,=,=,=,=,=,=,=
Slc1a3,=,-,+,+,+,+,=
Slc1a4,=,=,+,+,+,=,=
Slc1a5,=,+,+,=,+,+,=
Slc20a1,=,=,-,-,=,=,=
Slc20a2,=,=,=,=,+,=,=
Slc22a15,=,=,=,=,=,=,=
Slc22a17,=,-,=,=,-,=,=
Slc22a18,=,=,-,=,+,+,+
Slc22a21,=,=,=,-,-,=,=
Slc22a29,=,=,+,=,-,=,=
Slc22a4,=,+,=,=,+,+,=
Slc22a5,=,=,=,=,+,+,=
Slc23a2,=,-,=,=,-,-,=
Slc24a3,+,+,=,=,=,=,+
Slc25a1,=,=,=,=,+,+,=
Slc25a10,+,+,=,+,+,+,+
Slc25a11,=,=,=,=,=,+,=
Slc25a12,-,-,=,=,-,=,=
Slc25a13,=,=,-,=,=,=,=
Slc25a14,=,=,=,=,=,=,=
Slc25a15,=,=,=,=,+,=,=
Slc25a16,=,=,=,=,+,+,=
Slc25a17,=,=,=,=,=,=,=
Slc25a19,=,=,=,=,+,+,=
Slc25a20,=,=,=,=,+,+,=
Slc25a21,=,-,-,=,-,=,-
Slc25a22,=,+,=,=,+,+,=
Slc25a23,=,=,-,-,-,=,=
Slc25a24,+,=,-,=,=,=,+
Slc25a25,+,+,+,+,+,+,=
Slc25a26,=,+,=,-,+,+,+
Slc25a27,=,-,-,-,-,=,=
Slc25a28,=,+,=,=,+,=,=
Slc25a29,=,=,=,=,+,+,=
Slc25a3,=,=,=,=,+,=,=
Slc25a30,=,=,+,+,=,-,-
Slc25a32,=,=,+,=,=,=,=
Slc25a33,=,+,+,+,+,+,=
Slc25a34,=,+,=,=,+,+,+
Slc25a35,=,=,=,+,+,+,=
Slc25a36,=,=,-,=,=,=,=
Slc25a37,=,=,=,=,=,=,=
Slc25a38,=,=,=,=,+,+,=
Slc25a39,=,=,=,=,+,+,=
Slc25a4,=,=,=,=,=,=,=
Slc25a40,=,=,=,=,=,=,=
Slc25a42,=,=,=,=,+,=,=
Slc25a43,=,=,-,-,=,=,+
Slc25a44,=,=,=,=,+,+,=
Slc25a45,=,=,=,=,=,+,=
Slc25a46,=,=,=,=,+,=,=
Slc25a47,=,=,=,=,=,=,=
Slc25a5,+,+,+,+,+,+,=
Slc25a51,=,=,=,=,+,+,=
Slc25a53,=,=,=,=,-,=,=
Slc26a11,=,=,=,=,=,=,=
Slc26a2,=,=,=,=,=,+,+
Slc26a6,+,=,=,=,+,+,=
Slc26a7,=,=,=,=,-,=,+
Slc27a1,=,=,-,-,+,+,=
Slc27a3,-,-,-,-,-,-,+
Slc27a4,=,=,+,+,+,+,=
Slc29a1,=,=,=,=,-,-,=
Slc29a2,=,=,=,=,-,=,=
Slc29a3,=,=,-,=,-,=,+
Slc2a1,=,=,=,=,=,=,+
Slc2a10,=,-,-,=,-,=,=
Slc2a13,-,-,+,+,-,=,-
Slc2a4,+,+,-,=,+,+,+
Slc2a4rg-ps,=,=,=,=,-,-,=
Slc2a8,=,=,=,=,+,+,=
Slc2a9,=,+,-,-,=,=,+
Slc30a1,=,=,=,=,+,=,=
Slc30a3,=,=,-,-,-,=,+
Slc30a4,=,=,=,=,=,=,=
Slc30a5,=,=,=,=,=,=,=
Slc30a6,=,=,=,=,=,=,=
Slc30a7,=,=,=,=,=,=,=
Slc30a9,=,=,+,+,+,=,-
Slc31a1,=,=,+,+,+,=,=
Slc31a2,+,=,=,=,=,=,+
Slc33a1,=,=,=,=,=,=,=
Slc35a1,=,=,=,=,=,=,=
Slc35a2,=,=,=,+,=,=,=
Slc35a3,=,=,=,=,+,=,=
Slc35a4,=,=,+,+,+,=,=
Slc35a5,=,=,-,=,=,+,=
Slc35b1,=,=,+,+,=,=,=
Slc35b2,=,=,=,=,=,=,=
Slc35b3,=,=,=,=,=,=,=
Slc35b4,=,=,=,=,=,=,=
Slc35c1,=,=,=,=,=,=,=
Slc35c2,=,=,=,=,=,=,=
Slc35d1,=,=,=,=,=,=,=
Slc35d2,=,=,-,=,=,=,=
Slc35e1,=,=,+,+,=,=,=
Slc35e2,=,=,=,=,=,=,=
Slc35e3,=,=,=,=,=,=,=
Slc35e4,=,=,=,=,+,+,=
Slc35f5,=,=,=,=,=,=,=
Slc35f6,=,=,=,=,=,=,=
Slc35g1,=,+,=,=,+,=,=
Slc36a1,=,=,=,=,+,+,=
Slc36a2,+,+,-,-,+,+,+
Slc36a4,=,=,=,=,=,=,=
Slc37a2,=,=,=,=,+,=,=
Slc37a3,=,=,=,=,=,=,=
Slc37a4,=,=,=,=,+,+,=
Slc38a10,+,=,=,+,=,=,=
Slc38a2,=,=,=,=,-,-,=
Slc38a4,=,=,-,-,-,=,+
Slc38a6,=,=,=,=,+,+,=
Slc38a7,=,=,-,-,=,=,=
Slc38a9,=,=,=,=,+,=,=
Slc39a1,=,=,=,=,=,=,=
Slc39a10,=,+,=,=,-,=,+
Slc39a11,=,=,=,=,=,=,=
Slc39a13,=,-,-,=,-,=,=
Slc39a14,=,=,+,+,-,=,-
Slc39a3,=,=,=,=,=,+,=
Slc39a6,=,=,=,=,-,=,=
Slc39a7,=,=,=,=,=,=,=
Slc39a9,=,=,=,=,=,=,=
Slc3a2,=,=,=,=,=,=,=
Slc40a1,=,=,-,-,=,=,=
Slc41a1,=,=,=,=,=,=,=
Slc41a2,=,-,+,+,-,=,=
Slc41a3,=,=,-,-,=,=,=
Slc43a1,=,=,=,-,=,+,=
Slc43a2,=,=,+,+,=,-,=
Slc43a3,=,-,+,+,=,=,=
Slc44a1,=,=,=,=,=,=,=
Slc44a2,=,-,=,=,-,=,=
Slc45a3,=,=,+,+,=,=,=
Slc45a4,=,=,=,=,=,=,=
Slc46a1,=,=,=,=,+,+,=
Slc46a3,=,=,-,=,+,+,=
Slc48a1,=,=,=,=,+,=,=
Slc4a1ap,=,=,=,=,=,=,=
Slc4a2,=,=,-,=,-,=,=
Slc4a3,=,-,-,=,-,=,=
Slc4a4,=,=,-,-,-,=,+
Slc4a7,=,=,=,=,+,=,=
Slc4a8,=,=,=,=,-,=,=
Slc50a1,=,=,=,=,-,=,=
Slc52a2,=,=,+,+,=,=,=
Slc5a3,=,=,=,-,-,=,=
Slc5a6,+,+,=,-,+,+,+
Slc6a6,=,-,-,=,-,+,=
Slc6a8,=,=,=,=,-,=,=
Slc6a9,=,=,=,=,-,=,=
Slc7a1,=,+,+,=,=,=,=
Slc7a11,=,=,+,+,-,=,=
Slc7a2,-,-,-,-,-,=,+
Slc7a5,=,+,+,=,+,=,=
Slc7a6,=,=,+,+,=,=,=
Slc7a6os,=,=,=,=,=,=,=
Slc7a7,=,=,-,=,+,+,+
Slc7a8,-,=,=,=,-,=,=
Slc8a1,=,-,-,-,-,=,=
Slc8b1,=,=,-,-,+,+,=
Slc9a1,=,=,=,=,=,=,=
Slc9a3r1,=,=,=,=,=,=,=
Slc9a3r2,-,=,-,-,-,=,+
Slc9a5,-,-,=,=,-,=,=
Slc9a6,+,+,+,=,+,+,=
Slc9a8,=,=,=,=,=,=,=
Slco2a1,=,=,+,+,+,-,=
Slco3a1,=,=,=,+,-,=,=
Slf1,=,=,=,+,+,=,=
Slf2,=,=,=,=,=,=,=
Slfn10-ps,=,=,-,-,-,=,=
Slfn2,+,+,-,-,+,=,=
Slfn3,=,=,=,=,=,=,=
