GeneName,d0_siRNA,dm_siRNA,dm_NC,dm_PPARG,ins_siRNA,ins_NC,ins_PPARG
Slfn8,+,=,-,-,=,=,=
Slfn9,+,=,-,=,-,-,=
Slirp,=,=,=,=,=,=,=
Slitrk5,=,-,-,-,-,-,+
Slk,=,+,+,=,+,=,=
Slmap,=,=,=,=,=,=,=
Slmapos2,+,+,+,=,+,+,=
Slpi,=,-,=,=,-,+,+
Sltm,=,=,=,=,=,=,=
Slu7,=,=,=,=,=,=,=
Slx1b,=,=,=,=,=,=,=
Slx4,=,=,+,+,-,-,=
Slx4ip,=,=,=,=,=,=,=
Smad1,=,=,=,=,-,=,=
Smad2,=,=,=,=,=,+,=
Smad3,=,=,=,+,=,=,=
Smad4,=,=,=,=,=,=,=
Smad5,=,=,=,=,-,-,=
Smad6,=,=,-,-,-,=,=
Smad7,=,=,=,-,-,=,=
Smad9,-,-,-,-,-,=,=
Smap1,+,+,=,=,=,=,=
Smap2,=,=,=,=,=,=,=
Smarca1,-,=,-,-,-,=,+
Smarca2,=,=,-,=,-,=,=
Smarca4,=,=,=,=,=,=,=
Smarca5,=,=,=,=,=,-,=
Smarcad1,=,=,=,=,=,=,=
Smarcal1,=,=,=,=,=,=,=
Smarcb1,=,=,=,=,=,=,=
Smarcc1,=,=,=,=,-,-,=
Smarcc2,=,=,=,=,=,=,=
Smarcd1,=,=,=,=,-,=,=
Smarcd2,=,=,=,=,=,=,=
Smarcd3,=,=,=,-,-,=,=
Smarce1,=,=,=,=,-,-,=
Smc1a,=,=,+,=,=,=,=
Smc2,=,=,+,+,-,=,=
Smc3,=,=,=,=,-,-,=
Smc4,=,=,=,=,-,=,=
Smc5,=,=,=,=,=,-,=
Smc6,=,=,=,=,=,-,=
Smchd1,=,=,+,=,-,-,=
Smco3,-,-,=,=,-,=,=
Smco4,=,+,=,=,+,+,=
Smcr8,=,=,=,=,=,=,=
Smdt1,=,=,=,=,+,+,=
Smg1,=,=,=,=,=,=,=
Smg5,=,=,=,=,=,=,=
Smg6,=,=,-,-,=,=,=
Smg7,=,=,=,=,=,=,=
Smg8,=,=,=,=,=,=,=
Smg9,=,=,=,=,=,=,=
Smim1,-,-,=,=,-,+,+
Smim10l1,=,=,=,=,+,=,=
Smim11,=,=,=,=,=,=,=
Smim12,=,=,=,=,+,=,=
Smim13,=,=,=,=,=,=,=
Smim14,=,=,=,=,=,=,=
Smim15,=,=,=,=,=,=,=
Smim19,=,=,=,=,=,=,=
Smim20,=,=,=,=,=,=,=
Smim26,=,=,=,=,+,=,=
Smim3,=,=,+,=,-,=,=
Smim4,=,=,+,+,=,=,=
Smim5,=,=,=,=,+,=,=
Smim7,=,=,=,=,=,=,=
Smim8,=,=,=,=,=,=,=
Smkr-ps,=,=,=,=,+,+,+
Smn1,=,=,=,=,-,-,=
Smndc1,=,=,=,=,=,=,=
Smo,=,=,=,=,-,=,=
Smoc1,=,=,=,=,=,=,=
Smox,=,+,=,-,+,+,=
Smpd1,=,=,=,=,+,+,=
Smpd2,=,=,=,=,=,=,=
Smpd3,=,-,-,=,-,=,=
Smpd4,=,=,=,=,=,=,=
Smpd5,=,=,-,=,-,=,=
Smpdl3b,=,=,-,-,-,-,+
Sms,=,=,=,=,-,=,=
Sms-ps,=,=,=,=,-,=,=
Smt3h2-ps4,=,=,=,=,=,=,=
Smtn,=,-,=,+,-,=,=
Smu1,=,=,=,=,=,=,=
Smug1,=,=,=,=,=,=,=
Smurf1,=,=,=,=,+,+,=
Smurf2,=,+,=,=,+,=,=
Smyd1,=,=,=,=,+,=,+
Smyd2,=,=,=,=,=,=,=
Smyd3,=,=,=,=,-,=,=
Smyd4,=,=,=,=,=,=,=
Smyd5,=,=,=,=,=,=,=
Snai1,-,=,+,+,-,=,=
Snai2,=,-,-,-,-,=,=
Snap23,=,=,=,=,=,=,=
Snap29,=,=,=,=,=,=,=
Snap47,=,=,=,=,=,=,=
Snapc1,=,=,=,=,=,-,=
Snapc2,=,=,=,=,=,=,=
Snapc3,=,=,=,=,-,=,=
Snapc4,=,=,=,=,-,-,=
Snapc5,=,=,-,=,=,+,=
Snapin,=,=,-,-,=,=,=
Sncaip,=,=,-,-,-,+,+
Sncg,=,=,-,-,+,+,+
Snd1,=,=,+,+,=,=,=
Sned1,=,-,=,+,-,=,=
Snf8,=,=,+,+,=,=,=
Snhg1,=,+,=,-,-,=,=
Snhg12,=,=,=,-,-,=,=
Snhg14,=,=,=,=,+,=,=
Snhg15,=,=,=,=,=,=,=
Snhg17,=,=,=,=,-,=,=
Snhg18,-,-,=,=,-,=,=
Snhg20,=,=,=,=,=,-,=
Snhg3,=,+,=,=,=,-,=
Snhg4,=,=,+,+,=,-,=
Snhg5,=,=,=,=,=,-,=
Snhg6,=,=,-,-,-,-,=
Snhg7,=,=,=,=,=,-,-
Snhg8,=,=,+,+,-,=,=
Snhg9,=,=,+,=,=,=,=
Snip1,=,=,=,=,=,=,=
Snn,=,=,=,=,=,=,=
Snora15,=,=,=,=,=,=,=
Snora16a,=,=,=,=,=,-,=
Snora17,=,=,=,-,=,-,=
Snora20,=,=,=,=,=,=,=
Snora21,=,=,=,=,=,=,=
Snora23,=,=,=,=,=,=,=
Snora24,=,=,=,=,=,=,=
Snora2b,=,=,=,=,=,-,=
Snora30,=,=,=,=,=,=,=
Snora31,=,=,+,+,=,=,=
Snora34,=,=,=,=,=,=,=
Snora41,=,=,=,=,-,=,=
Snora47,=,=,=,=,-,=,=
Snora57,-,=,+,=,-,=,=
Snora5c,=,=,=,=,=,=,=
Snora62,=,=,=,=,=,=,=
Snora64,=,=,=,=,=,=,=
Snora69,=,=,=,=,=,-,=
Snora73a,=,=,+,=,=,=,=
Snora73b,=,=,=,=,=,=,=
Snora74a,=,=,=,=,=,=,=
Snora78,=,=,=,=,=,=,=
Snord104,=,=,+,=,-,=,=
Snord110,=,=,+,=,=,=,=
Snord123,=,=,=,-,-,=,=
Snord15a,=,=,=,=,-,-,=
Snord15b,=,=,=,=,=,=,=
Snord17,=,=,+,=,-,=,=
Snord19,=,=,=,=,-,-,-
Snord22,=,=,=,=,=,=,=
Snord23,=,=,=,=,=,=,=
Snord32a,=,=,=,=,=,=,-
Snord34,=,=,=,=,=,-,=
Snord35a,=,=,+,=,=,=,=
Snord37,=,=,=,=,=,=,=
Snord42b,=,=,=,=,=,=,=
Snord43,=,=,=,=,=,-,=
Snord49a,=,=,=,=,-,=,=
Snord49b,=,=,=,=,=,=,=
Snord53,=,=,=,=,=,=,=
Snord55,=,=,=,=,=,=,=
Snord58b,=,=,=,=,=,=,=
Snord59a,=,=,=,=,=,=,=
Snord65,=,=,=,=,=,=,=
Snord69,=,=,=,=,-,=,=
Snord7,=,=,=,=,-,-,=
Snord71,=,=,=,+,=,=,=
Snord72,=,=,=,=,=,=,=
Snord73a,=,=,=,=,=,=,=
Snord8,=,=,=,=,=,=,=
Snord83b,=,=,=,=,=,-,=
Snord87,=,+,=,=,=,=,=
Snord88c,=,=,=,=,-,=,=
Snord89,=,=,=,=,=,=,=
Snord91a,=,=,=,=,+,=,=
Snord93,=,=,=,=,=,=,=
Snord98,=,=,=,=,=,=,=
Snrk,=,=,-,=,+,+,=
Snrnp200,=,=,=,=,=,=,=
Snrnp25,=,=,+,+,=,=,=
Snrnp27,=,=,=,=,=,=,=
Snrnp35,=,=,=,=,+,=,=
Snrnp40,=,=,=,=,-,-,=
Snrnp48,=,=,=,=,=,=,=
Snrnp70,=,=,=,=,=,-,=
Snrpa,=,=,=,=,=,=,=
Snrpa1,=,=,+,+,=,-,=
Snrpb,=,=,=,=,=,=,=
Snrpb2,=,=,=,=,-,-,=
Snrpc,=,=,=,=,=,=,=
Snrpd1,=,=,+,=,-,-,=
Snrpd2,=,=,=,=,-,=,=
Snrpd3,=,=,+,=,=,=,=
Snrpe,=,=,=,=,-,-,=
Snrpf,=,=,+,=,-,=,=
Snrpg,=,=,=,=,-,-,=
Snrpn,=,=,=,=,+,+,=
Snta1,=,=,=,=,+,=,=
Sntb1,+,=,-,=,+,+,=
Sntb2,=,=,-,-,-,=,=
Snu13,=,=,+,=,=,=,=
Snupn,=,=,+,+,+,=,=
Snurf,=,=,=,=,+,+,+
Snw1,=,=,=,=,-,-,=
Snx1,=,=,=,=,=,=,=
Snx10,=,=,=,=,+,+,=
Snx11,=,=,=,=,+,=,=
Snx12,=,=,=,=,=,=,=
Snx13,=,=,=,=,=,=,=
Snx14,=,=,=,=,+,=,=
Snx15,=,=,=,=,=,=,=
Snx16,=,=,=,=,+,=,=
Snx17,=,=,=,=,=,=,=
Snx18,-,=,=,=,-,=,=
Snx19,=,=,=,+,=,=,=
Snx2,=,=,=,=,=,=,=
Snx21,=,-,-,-,-,=,=
Snx24,=,=,=,=,=,=,+
Snx25,=,=,=,=,=,=,=
Snx27,=,=,=,=,=,=,=
Snx29,=,-,=,+,=,=,=
Snx3,=,=,=,=,=,=,=
Snx30,=,=,-,-,=,=,=
Snx32,=,=,-,=,=,+,=
Snx33,=,=,-,=,=,=,=
Snx4,=,=,=,=,=,=,=
Snx5,=,=,=,=,-,-,=
Snx6,=,=,=,=,=,=,=
Snx7,=,=,-,-,-,=,=
Snx8,=,=,-,-,=,=,+
Snx9,=,=,=,=,=,=,=
Soat1,=,-,=,=,-,-,=
Sobp,=,-,=,=,-,+,+
Socs1,=,-,-,=,-,=,=
Socs2,=,=,+,+,=,=,=
Socs3,=,=,=,=,=,=,=
Socs4,=,=,=,=,=,=,=
Socs5,=,-,-,-,=,=,=
Socs6,=,=,=,=,=,=,=
Socs7,=,=,=,=,=,=,=
Sod1,=,=,=,=,+,+,=
Sod2,=,=,+,+,+,=,=
Sod3,=,=,=,=,=,=,=
Soga1,=,=,=,=,-,=,=
Son,=,=,=,=,=,-,=
Sorbs1,+,+,=,=,+,+,=
Sorbs2,=,=,-,-,=,+,+
Sorbs3,=,-,-,-,-,=,=
Sorcs1,=,=,+,=,-,=,=
Sord,=,=,=,-,=,=,=
Sort1,+,=,-,-,+,+,+
Sos1,=,=,=,=,=,=,=
Sos2,=,=,=,=,=,=,-
Sowahc,=,=,=,=,+,+,=
Sowahd,=,=,=,=,+,+,+
Sox4,=,=,=,=,-,-,=
Sox5,=,=,=,=,-,=,=
Sox6,=,=,=,=,+,+,+
Sox6os,=,=,=,=,+,+,=
Sox9,=,-,-,=,-,=,+
Sp1,=,=,-,-,-,=,=
Sp100,+,=,-,-,-,=,=
Sp110,+,=,-,-,-,=,+
Sp140,=,=,-,-,-,=,+
Sp2,=,=,-,-,=,+,=
Sp3,=,=,=,=,=,=,=
Sp3os,=,=,=,=,+,=,=
Sp4,=,-,=,=,-,=,=
Spa17,=,-,=,=,-,+,+
Spaca6,=,-,-,-,-,=,=
Spaca9,=,=,=,-,-,=,+
Spag1,=,=,=,=,=,=,=
Spag4,=,=,=,=,-,=,=
Spag5,=,=,+,+,-,=,=
Spag6,=,=,=,=,=,-,=
Spag7,=,=,=,=,=,=,=
Spag9,=,=,=,=,=,=,=
Sparc,=,-,-,-,=,+,=
Sparcl1,-,-,-,-,=,+,+
Spast,=,=,=,=,+,=,=
Spata1,=,=,=,=,-,-,=
Spata2,=,=,=,=,=,=,=
Spata20,=,=,=,=,=,+,+
Spata22,=,=,=,=,+,+,+
Spata24,=,-,=,=,-,=,=
Spata2l,=,=,=,=,=,=,=
Spata33,=,=,=,=,-,=,=
Spata5,=,=,=,=,=,=,=
Spata5l1,=,=,+,+,=,=,=
Spata6,=,=,-,=,=,=,=
Spata7,=,=,-,=,-,=,=
Spata9,=,=,-,=,+,+,=
Spats2,=,=,=,=,-,=,=
Spc24,=,=,+,+,-,=,=
Spc25,=,=,+,+,-,=,=
Spcs1,=,=,=,=,=,=,=
Spcs2,=,=,=,=,=,=,=
Spcs3,=,=,=,=,-,=,=
Spdl1,=,=,+,+,-,=,=
Specc1,=,=,-,-,-,=,=
Specc1l,=,=,=,=,-,=,=
Speer4b,=,=,=,=,-,-,=
Speer4d,=,=,=,-,=,=,=
Spef1,=,=,=,=,+,+,=
Speg,=,=,=,=,-,=,=
Spen,=,=,=,=,=,=,-
Spg11,=,=,=,=,=,=,=
Spg20,=,-,-,-,-,=,+
Spg21,=,=,-,-,+,+,=
Spg7,=,=,=,=,+,=,=
Sphk1,=,-,+,+,-,=,-
Sphk2,=,=,=,=,+,+,=
Spice1,=,=,=,=,-,=,=
Spidr,=,=,+,+,=,=,-
Spin1,=,=,-,=,-,=,=
Spin2c,=,=,=,=,-,=,=
Spink10,=,=,=,=,=,=,=
Spire1,=,=,+,=,-,=,=
Spire2,=,-,-,=,-,=,+
Spns1,=,=,=,=,=,=,=
Spns2,=,-,-,=,-,=,=
Spon2,=,+,-,-,=,+,+
Spop,=,=,=,=,=,=,=
Spopl,=,=,=,=,=,=,=
Spout1,=,=,+,=,=,=,=
Spp1,=,=,=,=,=,=,=
Sppl2a,=,=,-,=,-,=,=
Sppl2b,=,=,=,=,=,=,=
Sppl3,=,=,=,=,=,=,=
Spr,=,=,=,=,+,=,=
Spred1,=,=,=,-,+,=,=
Spred2,=,=,=,=,+,=,=
Spred3,=,-,-,-,-,=,=
Sprr1a,=,+,=,=,+,+,+
Sprtn,=,=,=,=,+,=,=
Spry1,=,=,=,=,+,=,=
Spry2,=,=,=,=,=,=,=
Spry4,+,+,=,+,+,+,+
Spryd3,=,=,=,=,+,=,=
Spryd4,=,=,=,=,+,+,=
Spryd7,=,=,=,=,+,+,=
Spsb1,=,=,+,+,=,=,=
Spsb2,=,=,-,=,+,+,=
Spsb3,=,=,=,=,=,=,=
Sptan1,=,=,=,=,=,=,=
Sptbn1,=,=,-,=,=,=,=
Sptlc1,=,=,=,=,+,=,=
Sptlc2,+,=,=,+,+,=,=
Sptlc3,=,+,+,+,+,+,+
Sptssa,=,=,=,=,=,=,=
Spty2d1,=,=,=,=,=,=,=
Spx,=,=,=,=,-,-,=
Sqle,=,=,=,=,+,+,=
Sqor,=,+,=,=,+,+,=
Sqstm1,=,=,=,=,+,+,=
Sra1,=,=,=,=,=,=,=
Srbd1,=,=,+,=,=,=,=
Src,=,=,-,=,-,=,=
Srcap,=,=,=,=,=,=,=
Srd5a1,=,=,+,+,=,=,=
Srd5a3,=,=,=,=,=,+,=
Srebf1,=,=,=,=,+,=,=
Srebf2,=,=,=,=,-,=,=
Srek1,=,=,=,=,=,-,=
Srek1ip1,=,=,=,=,=,=,=
Srf,=,=,=,-,-,=,=
Srfbp1,=,=,=,=,-,=,=
Srgap2,=,=,=,=,-,-,=
Srgap3,=,-,-,-,-,=,=
Sri,=,=,-,=,=,=,=
Srl,=,+,=,=,=,=,=
Srm,=,+,+,=,=,=,=
Srp14,=,=,=,=,=,=,=
Srp19,=,=,+,=,=,=,=
Srp54a,=,=,=,=,=,=,=
Srp54b,=,=,=,=,=,=,=
Srp68,=,=,=,=,=,=,=
Srp72,=,=,=,=,=,=,=
Srp9,=,=,+,+,+,=,=
Srpk1,=,=,+,=,=,=,=
Srpk2,=,=,=,=,=,=,=
Srpr,=,=,=,=,+,=,=
Srprb,=,=,+,+,=,=,=
Srpx,=,=,=,=,-,+,+
Srpx2,-,=,-,-,-,+,+
Srr,=,=,=,=,=,=,=
Srrd,=,=,=,=,=,=,=
Srrm1,=,=,=,=,=,-,=
Srrm2,=,=,=,=,-,-,=
Srrt,=,=,=,=,-,-,=
Srsf1,=,=,=,=,=,=,=
Srsf10,=,=,=,=,=,=,=
Srsf11,=,=,=,=,=,-,=
Srsf2,=,=,=,=,=,=,=
Srsf3,=,=,=,=,-,-,=
Srsf4,=,=,=,=,-,=,=
Srsf5,=,=,=,=,=,=,=
Srsf6,=,=,=,=,=,=,=
Srsf7,=,=,=,=,-,-,=
Srsf9,=,=,=,=,=,=,=
Srxn1,=,=,+,+,+,=,=
Ss18,=,=,=,=,=,=,=
Ss18l1,=,=,=,=,=,-,=
Ss18l2,=,=,+,+,+,+,=
Ssb,=,=,=,=,=,=,=
Ssbp1,=,=,=,=,=,=,=
Ssbp2,=,-,-,=,-,=,=
Ssbp3,=,-,-,=,-,=,=
Ssbp4,=,=,=,=,-,=,=
Ssc4d,=,=,-,=,+,+,+
Ssc5d,-,-,-,-,-,=,=
Ssfa2,=,-,-,-,=,+,=
Ssh1,=,=,=,=,-,=,=
Ssh2,=,=,+,=,+,=,=
Ssh3,=,=,-,-,-,=,=
Ssna1,=,=,=,=,=,=,=
Sspn,=,=,=,=,=,=,=
Ssr1,=,=,+,+,=,=,=
Ssr2,=,=,=,+,-,=,=
Ssr3,=,=,=,=,=,=,=
Ssr4,=,=,=,=,=,=,=
Ssrp1,=,=,=,=,-,-,=
Sssca1,=,=,=,=,=,=,=
Ssu72,=,=,=,=,+,=,=
Ssx2ip,=,=,=,=,=,=,=
St13,=,=,=,=,=,+,=
St3gal1,=,=,+,+,=,=,=
St3gal2,=,=,=,=,-,=,=
St3gal3,=,=,=,=,+,=,=
St3gal4,=,=,-,=,=,+,+
St3gal5,=,=,+,+,-,=,-
St5,=,-,-,=,-,=,=
St6gal1,=,+,=,=,=,=,=
St6galnac4,=,=,=,=,-,-,=
St6galnac6,=,=,=,=,-,=,=
St7,=,=,=,=,=,=,=
St7l,=,=,=,=,+,+,=
Stac2,=,=,=,+,-,=,=
Stag1,=,=,=,=,=,=,=
Stag2,=,=,=,=,=,=,=
Stam,=,=,=,=,=,=,=
Stam2,=,=,=,=,+,=,=
Stambp,=,=,=,=,=,=,=
Stambpl1,=,+,=,=,+,=,=
Stamos,=,=,=,=,=,=,=
Stap2,=,=,=,=,=,+,=
Stard10,=,=,-,-,-,=,=
Stard13,=,=,-,-,=,-,=
Stard3,=,=,-,=,=,=,=
Stard3nl,=,=,=,=,-,=,=
Stard4,=,=,=,=,+,+,=
Stard5,=,=,=,=,=,=,=
Stard6,=,-,-,=,=,=,=
Stard7,=,=,+,=,+,=,=
Stard8,=,=,=,=,-,=,=
Stard9,-,-,-,-,-,=,=
Stat1,+,=,-,-,+,+,=
Stat2,=,=,-,-,-,=,=
Stat3,=,=,=,=,=,=,=
Stat5a,=,+,=,=,+,=,=
Stat5b,=,=,=,-,=,=,=
Stat6,=,=,=,=,=,=,=
Stau1,=,=,=,=,=,=,=
Stau2,=,=,=,-,+,+,=
Stbd1,=,=,=,=,=,=,=
Steap1,=,=,=,=,+,=,=
Steap2,=,=,=,=,-,=,=
Steap3,=,-,=,+,=,=,=
Steap4,=,=,=,=,+,+,+
Stil,=,=,+,+,-,=,=
Stim1,=,=,-,-,=,+,=
Stim2,=,=,=,=,=,=,=
Stip1,=,=,+,+,=,=,=
Stk10,+,=,=,+,+,=,=
Stk11,=,=,=,=,=,=,=
Stk11ip,=,=,-,=,=,=,=
Stk16,=,=,=,=,+,=,=
Stk17b,=,=,+,+,=,=,=
Stk19,=,=,=,=,=,=,=
Stk19-ps1,=,=,=,=,=,=,+
Stk24,=,=,=,=,=,=,=
Stk25,=,=,=,=,=,=,=
Stk3,=,=,=,=,=,=,=
Stk32b,=,-,-,=,-,=,=
Stk35,=,=,=,=,=,=,=
Stk36,=,-,=,=,-,=,=
Stk38,=,=,=,=,=,=,=
Stk38l,=,=,+,+,+,=,-
Stk39,+,=,=,+,=,=,=
Stk4,=,=,=,=,=,=,=
Stk40,=,=,+,+,+,=,=
Stmn1,=,=,=,=,-,=,=
Stn1,=,=,=,=,=,=,=
Stom,=,+,=,-,+,+,+
Stoml1,=,=,-,-,-,=,=
Stoml2,=,=,=,=,=,=,=
Ston1,=,=,-,-,-,=,=
Strada,=,=,=,=,=,=,-
Stradb,=,=,=,=,+,+,=
Strap,=,=,+,=,=,=,=
Strbp,=,=,=,=,=,=,+
Strip1,=,=,=,=,=,-,=
Strip2,+,=,=,=,+,+,+
Strn,=,=,=,=,+,+,=
Strn3,=,=,=,=,=,=,=
Strn4,=,=,=,=,=,=,=
Stt3a,=,=,=,=,=,=,=
Stt3b,=,=,=,=,+,+,=
Stub1,=,=,=,=,=,=,=
Stx11,=,=,-,-,+,+,=
Stx12,=,=,=,=,=,=,=
Stx16,=,=,=,=,=,=,=
Stx17,=,=,=,=,+,=,=
Stx18,=,=,=,=,+,+,=
Stx1a,=,=,=,=,-,=,=
Stx1b,=,+,=,=,+,+,+
Stx2,=,=,-,=,=,+,+
Stx3,=,=,=,=,=,=,=
Stx4a,=,=,-,-,=,=,=
Stx5a,=,=,=,=,=,=,=
Stx6,=,=,=,=,=,=,=
Stx7,=,=,=,=,=,=,=
Stx8,=,=,=,=,+,=,=
Stxbp1,=,=,=,=,-,=,=
Stxbp2,=,=,=,=,+,+,=
Stxbp3,=,=,-,-,=,+,+
Stxbp4,=,=,=,+,-,=,=
Stxbp5,=,=,=,=,+,=,-
Styx,=,=,=,=,+,=,=
Styxl1,=,=,=,=,=,+,=
Sub1,=,=,=,=,=,=,=
Sucla2,=,=,=,=,+,+,=
Suclg1,=,=,=,=,+,+,=
Suclg2,+,+,=,=,+,=,=
Sucnr1,=,=,=,=,+,+,=
Suco,=,=,=,=,=,-,=
Suds3,=,=,=,=,+,=,=
Sufu,=,=,=,=,=,=,=
Sugct,=,-,=,-,=,+,=
Sugp1,=,=,=,=,-,=,=
Sugp2,=,=,=,=,-,=,=
Sugt1,=,=,=,=,=,=,=
Sulf1,=,-,-,-,-,=,=
Sulf2,-,-,-,=,-,=,=
Sult1a1,=,=,=,=,+,+,+
Sult2b1,=,=,=,=,+,+,+
Sult6b1,=,=,=,-,-,=,=
Sumf1,=,=,=,=,=,=,=
Sumf2,=,=,=,+,=,=,=
Sumo1,+,=,=,=,=,=,=
Sumo2,=,=,=,=,-,=,=
Sumo3,=,=,=,=,=,=,=
Sun1,=,=,=,=,=,=,=
Sun2,=,=,=,=,+,+,=
Suox,=,=,=,=,=,=,=
Supt16,=,=,=,=,=,-,=
Supt20,=,=,=,=,=,=,=
Supt3,=,=,=,=,+,+,+
Supt4a,=,=,=,=,=,+,=
Supt5,=,=,=,=,=,=,=
Supt6,=,=,=,=,=,=,=
Supt7l,=,=,=,=,=,=,=
Supv3l1,=,=,=,=,=,=,=
Surf1,=,=,-,-,+,+,=
Surf2,=,=,=,=,=,=,=
Surf4,=,=,=,+,=,=,=
Surf6,=,=,=,=,=,=,=
Susd2,=,-,=,=,-,+,+
Susd6,=,=,=,=,=,=,=
Suv39h1,=,=,+,=,-,=,=
Suv39h2,=,=,+,+,-,-,=
Suz12,=,=,=,=,=,=,=
Svbp,=,=,-,-,-,=,+
Svep1,-,=,=,-,-,=,=
Svil,=,=,=,-,=,=,=
Svop,=,=,=,-,-,=,=
Swap70,-,=,-,-,-,=,+
Swi5,=,=,=,=,=,=,=
Swsap1,=,=,=,=,+,=,=
Swt1,=,=,=,+,=,=,=
Syap1,=,=,=,=,+,=,=
Sybu,+,=,=,=,+,+,+
Syce2,=,=,=,=,=,=,=
Sycp2,=,+,=,=,=,=,+
Syde1,=,=,=,=,-,=,=
Syf2,=,=,=,=,=,+,=
Sympk,=,=,=,=,=,=,=
Syn2,=,+,+,=,+,+,+
Syncrip,=,=,+,=,=,=,=
Syne1,=,=,-,=,=,=,=
Syne2,=,=,=,=,+,=,=
Syne3,=,=,=,=,-,=,=
Syne4,=,=,=,=,-,=,=
Syngap1,-,-,-,-,-,=,=
Syngr2,=,=,=,=,+,=,=
Syngr4,=,=,=,+,-,=,+
Synj1,=,=,=,=,=,=,-
Synj2,=,+,-,-,+,+,=
Synj2bp,=,=,=,=,+,+,=
Synm,-,-,=,=,-,=,=
Synpo,=,-,-,=,-,=,=
Synpo2,-,-,=,=,-,=,=
Synrg,=,=,-,-,=,=,=
Sypl,=,=,=,=,+,+,=
Sys1,=,=,=,=,=,+,=
Syt11,=,=,=,=,+,=,=
Syt12,=,-,=,+,-,=,=
Syt13,=,-,+,+,-,=,-
Syt17,=,=,-,=,=,=,=
Syt5,=,=,=,=,-,=,=
Sytl2,=,=,=,=,-,=,=
Syvn1,=,=,=,=,+,+,=
Szrd1,=,=,=,=,=,=,=
Szt2,=,=,=,=,=,-,=
Tab1,=,=,-,=,=,=,=
Tab2,=,=,=,=,=,=,=
Tab3,=,=,=,=,+,+,=
Tacc1,=,-,=,=,=,=,=
Tacc2,=,+,-,-,-,=,+
Tacc3,=,=,+,=,-,=,=
Taco1,=,=,=,=,+,+,=
Taco1os,=,=,-,=,=,=,=
Tada1,=,=,=,=,=,=,=
Tada2a,=,=,=,=,-,-,=
Tada2b,=,=,=,=,+,=,=
Tada3,=,=,-,=,=,=,=
Taf1,=,=,=,=,=,=,=
Taf10,=,=,+,+,=,=,=
Taf11,=,=,=,=,=,=,=
Taf12,=,=,+,+,=,=,=
Taf13,=,=,+,+,+,=,=
Taf15,=,=,=,+,=,=,=
Taf1a,=,=,=,=,-,=,=
Taf1b,=,=,=,=,=,=,=
Taf1c,=,=,=,=,=,=,=
Taf1d,=,=,=,=,=,-,=
Taf2,=,=,+,+,=,-,-
Taf3,=,=,=,=,=,=,=
Taf4,=,=,=,=,=,=,=
Taf4b,=,+,+,=,+,=,=
Taf5,=,=,+,+,=,-,=
Taf5l,=,=,=,=,=,-,=
Taf6,=,=,+,+,=,=,=
Taf6l,=,=,=,=,=,=,=
Taf7,=,=,-,-,=,=,=
Taf8,=,=,=,=,=,=,=
Taf9,=,=,=,+,=,=,=
Taf9b,=,=,=,=,=,=,=
Tagap1,=,=,=,=,=,=,=
Tagln,=,=,-,-,-,=,+
Tagln2,=,=,+,+,-,=,=
Taldo1,+,+,=,+,+,+,=
Tamm41,=,=,+,+,=,=,=
Tanc1,=,=,+,+,+,=,=
Tanc2,=,=,=,=,=,=,=
Tango2,=,=,=,=,+,+,=
Tango6,=,=,=,=,+,=,=
Tank,+,=,=,=,+,+,=
Taok1,=,=,=,=,=,=,=
Taok2,=,=,=,=,-,=,=
Taok3,=,=,=,=,=,=,=
Tap1,=,-,-,-,-,=,=
Tap2,=,-,-,=,=,+,=
Tapbp,=,-,-,-,=,+,=
Tapbpl,=,-,-,-,+,+,=
Tapt1,=,=,+,=,=,=,=
Tarbp1,=,+,+,+,+,=,=
Tarbp2,=,=,=,=,+,=,=
Tardbp,=,=,+,=,=,=,=
Tars,=,=,=,=,=,=,=
Tars2,=,=,+,=,+,=,=
Tarsl2,=,+,-,-,=,+,+
Tasp1,=,=,=,=,=,=,=
Tatdn1,=,=,=,=,=,=,=
Tatdn2,=,+,=,=,+,=,=
Tatdn3,=,=,=,=,=,=,=
Tax1bp1,=,=,=,=,=,+,=
Tax1bp3,=,=,-,=,=,=,=
Taz,=,=,=,=,=,=,=
Tbc1d1,=,=,=,=,=,=,=
Tbc1d10a,=,=,=,=,-,=,+
Tbc1d10b,=,=,=,=,=,=,=
Tbc1d12,=,=,-,-,=,=,=
Tbc1d13,+,=,=,=,+,+,=
Tbc1d14,=,=,=,=,=,=,=
Tbc1d15,=,=,=,=,=,=,=
Tbc1d16,=,=,=,=,-,=,=
Tbc1d17,=,=,-,-,=,=,=
Tbc1d19,=,=,=,=,=,=,=
Tbc1d2,=,+,=,-,+,+,=
Tbc1d20,=,=,=,=,+,+,=
Tbc1d22a,=,=,-,-,=,+,+
Tbc1d22b,=,=,=,=,=,=,=
Tbc1d23,=,=,=,=,=,=,=
Tbc1d24,=,=,=,=,=,=,=
Tbc1d25,+,=,=,=,=,=,=
Tbc1d2b,=,=,+,+,-,-,=
Tbc1d31,=,=,+,+,=,=,=
Tbc1d32,=,=,=,=,=,=,=
Tbc1d4,=,=,+,+,=,=,=
Tbc1d5,=,=,=,=,=,=,=
Tbc1d7,=,=,=,=,=,=,=
Tbc1d8b,=,=,=,=,=,=,=
Tbc1d9b,=,=,=,=,=,=,=
Tbca,=,=,=,=,=,=,=
Tbcb,=,=,=,=,=,=,=
